review_profilename,user_encoded
itsromy,12503
phatbc,15704
SilentBrew,6489
JTrona11,3719
CelticKevin,1620
Samdaddy,6264
leonardopacu,13840
pdxishome,15642
EspressoGuy,2576
bangerang,8441
podunkparte,15843
BrutalBeerFan,1376
MurphysIrish,5102
jimray,12883
lr99gt,13996
Michalak,4864
TLITD,6909
DantheBeerMan,2076
ktel,13691
DarkMagus77,2088
LifeIsGood,4431
mhoman,14496
chuchoteur,9880
beerlikesme,8681
Throy67,7226
GarethYoung1,2875
brunellj2000,9395
JoeyV,3935
MutualAid,5112
rfbenavi80,16195
dkrusekontrol,10711
deschutesGROWN,10580
sfz,16787
jayavery,12613
Hopittome15,3395
Adoxander,244
cranius,10130
oskoreien,15493
emsoud726,11190
ebingen,11061
erok,11235
ffcpa2,11392
hoopermcbeal,12176
DeDolle,2136
bolddeciever,9141
jellycabbage,12773
evanc,11269
ElGaucho,2502
ofosho,15376
BiologySean,1051
chiguy2420,9826
Goop721,3006
JCAMPBELL,3649
BernardusHo,934
GoodOldDuke,3005
Norse23,5281
DWA,2007
smitty2717,17078
ejacques,11129
indybigtom,12415
stevenstofen,17339
dvotypka,11008
AndrewT,382
Lando,4352
scluffman,16647
SSstout,6224
Deas,2145
jkoogler,12921
Wantbeer,7610
mwcory,14994
kootermeatman,13640
Ryaka,6142
Frankcost,2776
riggser61,16245
RedWhiteArcher,5925
beefytee,8582
JasonStrauss,3779
Jazzpatel,3806
BuckettOfBeer,1398
scoand,16649
kickert,13533
haydukeqc,12038
subs,17427
crazyc1,10144
bbrown29073,8516
jedtheavenger,12746
boulderaz78,9183
tvandragt,18115
dgm6689,10615
mcnkuckles,14358
timonan,17881
cakirkl,9539
AlexTheAleMan,314
adnielsen,7928
Jethro6191,3872
chiefgtx,9820
illinijer,12379
BeerCoffeeWater,752
jkc88,12912
delevy16,10551
hombrepalo,12159
ace125koo,7888
Nattyp,5176
JBushEsq,3647
LillJoel,4438
Surlington,6843
sketchcornwell,16963
stdavid,17291
jprice4986,13180
marcel,14152
jammetti,12575
lightspeedplus1,13880
Hujak22,3452
bradmann,9217
Marveljess,4726
Matt1234,4742
ILhophead,3481
sunsetbrew,17452
kashmir67,13382
jIsh,12514
TheGipper,7093
TrueRates,7372
Brewdacris,1282
briggssteel,9346
stoutstevie703,17390
FourQuarters,2766
RRoeb1123,5827
aesopsgato,7943
Wolfhausen,7724
alysonwhite,8124
TheSnakeFish,7161
robertjohnson,16323
alabamagolf,8024
Orangevango,5400
jammalamma,12573
bellebouche,8761
SugarBunny,6820
t8s8l8,17527
cyco,10254
Kodiak,4250
stephen1162,17314
RateOn,5876
myjk,15010
Mercerbeerguy,4830
1000Bottles,7
StBoisterous,6690
brewcat,9272
eandolina,11045
yidbeer,18709
microbrewlover,14523
seivech,16751
emre007,11189
mhpalmer,14499
dartfulavenger,10385
hijinx,12112
mschenk,14901
emcohen,11179
garak99,11601
skyline31687,16990
repeal06,16181
AceOHearts,216
plrooney,15818
subyman,17428
SteelKettle,6719
Longhorn22,4489
sammyadams617,16544
westonhood,18453
cford1,9717
Zap2008,7801
philmoorek,15732
Popov,5703
bminus,9080
YellowTail,7770
gruen,11920
Duff,2391
Sidabeef7,6472
camel92,9560
larrytm56,13773
zagduck,18760
whrdabudatduce,18489
howlinowl,12251
THESTORMKING,6894
sonicyouth45,17135
meintempe,14416
Jmaths,3908
Enigmaticgesture,2545
beerfish68,8641
SodoSyco,6610
thrash420,17839
brewduck,9281
jvmudd01,13315
crimsontide1013,10160
DFHAle,1956
yupitsmeadam,18741
Olivander,5370
RadNitroMan,5835
holycrapamoly,12156
JHutton,3671
smithhomebrewing,17073
Antacid,400
nightswatch,15204
rdunham,16117
kjloewe,13578
Abshire86,211
pintnhand,15776
BuddyNuggsTX,1410
dcall384,10473
malcolm723,14105
shehateme,16836
beerdeity,8626
Gunnell,3118
cflore6,9716
jasonguit,12593
brewbasser,9265
beerrookie,8714
theJollySin,17712
Fatbagpiper,2659
UHRedCat,7428
knoxtennessee,13621
bensamra,8788
Brynn,1384
ffking18,11396
RepMichigan,5956
greenborn,11872
Keithmac115,4154
mdruiz,14391
sirgeoph,16928
mualphapiper,14942
Setix,6395
trm424,18056
sweetkness,17504
tenebrus,17652
krizzause,13671
Battousai,674
davidboone,10423
jdweaver2,12738
saigashooter,16524
CrazGreek,1873
thegiggy86,17753
buffburgo,9450
AeroBrew,250
bighops,8906
darklager,10375
pm5k00,15824
Lowgyn,4519
keeponwithbeer,13441
SJI,6199
RyanC3958,6149
mttfrog13,14938
YuenglingMan1987,7786
fsu1824,11548
socialchug,17112
rfwerth,16197
whiterabbit,18483
BeerBodisafa,744
JohnY,3957
DrColossus,2311
dustified1234567,10995
mochunk,14756
GentlemanCole,2914
mattr20,14272
mhraue,14500
andyg2smooth,8178
seetrider,16748
bobthebiker,9127
KAdams,4066
akgrandon,8013
PDX2LA,5451
Ranchito,5855
92jAKe47FS,129
mattpoin,14271
gloriousglo2,11747
bigdan908,8886
leighton,13832
PeskySaurus,5575
ensign11,11205
Snazzinator7290,6589
Billcr222,1040
mattXdezzi,14237
HenrySwank,3251
spazmonkeyy,17184
Ragedominion,5843
adammacmillan,7910
cgstarry,9726
newbrew001,15138
PheerNoBeer,5592
Degus4,2153
fattyMcbutter,11356
Olebiker,5367
googoo1212,11810
Savagelibations,6294
VirtualAsylum,7540
cgludko,9723
theroboticpirate,17797
Mojoman8561,4963
BetweenTheLions,946
Lovinthebrew,4518
crustysandman,10176
CigarMatt,1748
brewmaster2,9301
shawndango,16826
TonyHoprano,7299
agleas1,7967
Briant230,1338
RyToy,6140
reggiekoko,16158
laughatdanger11,13783
ahatch551,7972
BeerMeHearMe,804
WboweIII,7621
azcat777,8385
jamesn80,12566
shir0043,16847
steorn,17312
MBrausen,4567
oner0002,15443
SurlyZach,6847
Expedition,2606
subheroic1234,17424
duece27,10977
MsMandy,5067
kaiserbrown,13363
LJArsenal,4313
Kingpin,4223
yam,18685
jrdegriselles,13194
dzturner,11035
slammgrass,16999
Anchorage42,368
Mages64,4645
michaeledoan,14508
beertwisted,8736
marcusR111,14157
bearhugger,8563
bubtronic,9436
ScarletFire,6299
pdxlover,15643
TairyGreene,6950
jlpayne,12945
mrclog,14860
boochmonkee,9156
Imbiber1028,3553
dividius,10680
corey23,10074
IronGiant,3614
Gooball201,3001
DonMaroney,2272
cbo2122,9655
StringSmoke,6800
ILikeBeer13,3482
OliasOfSunhillow,5368
SMortiL987,6210
2cansam,56
MikeBuff,4890
jdcomposer,12711
Sgolenbo,6402
Beertron,891
FarmerTed,2652
nambud,15043
fewa,11388
jareytee,12583
crowsoup,10171
CruZnBrewZ,1906
DanM08,2048
illevor,12376
LibertyAvenue,4426
geord,11675
Jhaysohn,3879
Manos,4695
RyanC,6148
SigmaSocko,6484
iamtyler,12320
TheLocust830,7120
Fiset35,2704
Fytopiu,2822
ribby,16217
Ploucs,5673
bullwinkle88,9460
widowmaker,18492
canjeeps,9572
CharlieC,1654
Vaylaus,7504
hollis092,12153
JayStewart,3793
russo,16462
presario,15905
LittleBug31,4458
4balance,86
SoonerNY,6623
sincereNc,16916
RedandWhiteGold,5926
ChicagoLaw21,1686
Morgasm,4995
djoucy,10702
electrojosh,11150
DavidFBN,2123
sbattert,16588
treznor,18045
saxman75,16582
vintagedjd,18306
auburngrad82,8333
theAMBAS,17707
apresskibrewer,8236
akeeper,8011
Micahman,4857
DrMattyB,2323
cheezdawg,9784
jcpaulun,12695
walloon,18366
andrewprange,8172
thehosh,17763
Jespao,3862
JayDub,3786
JJJ22,3674
pgenrich,15697
jumb0jet,13291
generationmy,11663
AzAleC,505
pnewport,15837
Frondeur,2796
marinermc,14162
cammark35,9566
peoplewithhands,15664
Pappers,5505
valosonthor,18251
drew37,10870
loveshischimay,13980
bcollar,8529
Severum27,6399
Plughfish,5675
weissbierhead,18437
shoemillhal,16859
mariecupcake,14160
gregory12,11892
Hawkeye1113,3215
BeerMang,794
ESATIKKFAN,2454
alecellar,8046
keyrouse,13510
Trajega,7318
BierBrawlinator,955
salisbury,16529
tacubaya,17529
soultrain19,17153
rodcom,16349
gavmeconi,11630
lakestclairgoose,13747
GRANTmeAbeer,2853
RedHunter,5919
paxson001,15615
Grintbrad,3086
surferman576,17478
ortsacul,15486
lcbNO,13802
Homer27,3329
mobius024,14749
BrewmasterT,1299
dj3001,10685
GrizzlyBeer1282,3090
andyluvbeer,8182
Scrancy,6343
TripleTap,7354
Interfectus,3587
Jarhead271,3771
dieselboy914,10641
EdTheEdge,2477
ryno525,16502
gjh,11733
ztoellner,18825
Dmoore07,2234
doraex,10808
jss79,13245
dcx10music,10490
gportale,11837
Hoescheg,3302
brugge2004,9393
LoveBeerNo7,4517
thisismyname,17827
rampole,16048
unclemeat9,18204
madtrixter787,14079
PrairiePenguin,5725
petitearvine,15686
DraperyFalls,2334
WPRebelFan,7577
audacian,8334
iNHaze,12307
Cubaneagle,1920
thinkfull,17820
StrongandSmooth,6804
justincobb,13303
rrwiltse,16415
JMazzic,3691
Elevator,2513
BeerBATvocate,735
BrewMasterBurch,1271
LadyBastet27,4333
BashOnABike,665
Actualimeer,226
XxNitExX,7760
HopHearted,3366
charladam,9753
PerfesserHomer,5570
rushpatrick,16459
HayatoJin,3220
BreWolf,1243
joyastarr,13157
FOUREYEDFREAK,2633
baby4rose,8393
seinerHellige,16750
AJ99,161
johnnylandmine,13083
MissOrch,4932
KeithStolte,4152
elflake,11153
Winters,7710
TimDudley,7244
OrioleWay,5405
KentT,4172
TheAcacian,7032
gouldnash,11827
CrescentLake,1885
jtm3,13268
miromanyth,14616
Barlow,643
CaseyK,1597
funkydelic,11564
intensify,12436
schap329,16613
beerdrinkerhellr,8632
Viseus,7541
beerbuddy11735,8614
drSmoothie,10847
nahthan,15039
Brewalot,1280
HokieNoPokie,3308
nehllah,15115
RCHatfield,5806
Fishdawg71,2711
tonymoore,17980
nypizzarules,15348
aleyin,8080
deathblosom,10517
uselessgdtaste,18229
smekermann,17059
BeerIndustry98,782
RobinLawrence123,6047
GeoffnotJeff,2921
slap,17001
Russellmania,6132
KhourysBeerGuy,4190
hoppygirl,12215
ecooper,11075
BraveUlysses,1239
ILOVESTOUTS,3479
TheRealEss,7147
travis3113,18018
Schmack,6307
bmoses,9085
GreatLaura,3045
sailorjacko,16527
markhobbs1,14175
jonno79,13110
SPman,6215
Angus703,394
beerbrewerdan,8612
Frijolyqueso,2792
patsmith,15587
xaulzan,18628
mmager,14713
eyefeelgood,11302
HopHog,3370
brewsandscrews,9313
SkittleBrau82,6543
lancermr99,13758
microbrewedfilms,14522
virtualshock,18312
ozzmoon,15514
etn3000,11262
njdhopgrower,15225
orenand33,15476
kiltedtxn,13540
ReyG006,5969
anap,8157
MattMcGinnis,4750
army01,8274
AnavelGato,366
TheWargraveArms,7176
ThreeGorchMan,7220
mstral,14916
DrewZ,2352
beerhandy,8658
BrianC,1327
anygivenbelgian,8217
bencharles,8769
Elric14,2525
Debb,2148
pintsized,15777
LSIVA,4319
rnd6510,16311
skylab,16989
jamesfrazer,12563
tylerhedwards,18146
Krishob,4272
BeerDawg1,755
MaltFrazier,4668
1after909,34
beerkingnyc,8677
bellealtesse,8760
MikeOPFL,4895
EVaughan,2460
kaufmaal,13393
Zeisloft,7808
Smatty4483,6575
MrSoto,5055
TheBeerPirate,7046
ReggieC,5941
DeAdGuY,2135
bieltzc,8847
veritas88,18279
1inamill,36
mantupeht,14141
Wilceaser,7682
Westywood,7650
UTAEPI,7435
jglazer75,12831
PorterNicole,5717
gqfiji,11839
bubba59,9432
SoccerCoachSam,6606
beerbeacon,8602
Bouge,1199
Bedlamist,717
facundoCNB,11313
104bob,10
jrsone,13207
chucktrivette,9885
DaCar,2011
ChemistBrewer,1680
IoniaAtlantic,3594
sierra11b,16896
jrkneel,13202
cosberger,10085
BlackWizard,1083
nermo,15132
ar70584,8245
DevilsCups,2191
omniscientcause,15427
BeerFan95,767
04101Brewer,3
markb33,14171
myspoonistoobig,15017
kmadison,13602
wallpaperbag,18367
Shmota,6450
sepharious,16763
CrestwoodG,1886
bostoneo,9180
zeio,18786
Crayz,1872
BaronBeerGoggles,646
Conk,1814
MissLynx,4931
Brianito,1335
zosoworm,18817
hhboulder,12107
danimal22,10340
cubsfan2004,10214
ohiohophead,15381
starsbleedblue,17281
RAFTER,5802
buliwuf,9456
nrrd,15312
Bachus,591
StCountZero,6691
Josh311,4001
xuehua,18666
lcollis4,13803
Auror,482
BlackMath,1081
wmcneill26,18552
normalbeerguy,15270
sleepysmurf,17014
ETM,2458
theCoder,17710
bcpriess,8531
outlawstar102,15505
Pisstank52,5652
bymyheelicarenot,9520
LongDarkBlues,4488
luvGoldenMonkey,14024
eggland,11115
onebigword,15430
VerbingNouns,7517
beardtongue,8561
AcesFullup,217
ultrasupergenius,18190
estereich,11252
k4df4l,13352
datamike,10397
crazynipple,10148
mcontr2,14362
lemons,13834
zeeksterusa,18784
xdant,18631
madorb,14075
CogSciBierNut,1792
rlcnmeyer,16285
mikeydaknows,14584
knephews,13614
marble,14148
jimiejams,12871
teacrimes,17619
scanman723,16602
masterchiefMD,14218
Gandhified,2874
elpollodiablo,11169
cheMan,9777
cinemadust,9903
wrx2ndregime,18596
captainhops,9588
parsleyd12,15563
briscott99,9349
wesblount,18446
railman,16036
WuKAZUKI,7745
PearlJam1221,5547
PhillyDrinker1,5607
Irish212,3600
sully42,17444
nutn,15336
EAKovac,2434
ShockDiesel,6451
draconianhand,10849
albo,8038
Wren,7742
wferguson,18460
phnphilly,15746
stephendedalus,17315
jfdean,12817
HopSlap72,3381
cmula,9995
Wasteman,7614
SteveTheDragon,6742
PapaGemutlich,5501
myxomatosis,15020
MattsLilBeerLuvr,4759
kolbe21,13632
kurtiobst,13705
jayw73,12627
movieman,14832
gpackin,11831
udchemist,18175
rastapenguin22,16074
Toocls2h8,7303
jazzflap,12632
ButchAleman,1449
Fireal1222,2699
galengueuze,11593
benlaitman,8778
Loki83,4482
cgraham5,9725
oss68,15494
MacMan1980,4620
WayneRooneyFan,7619
SusurusIgnoramus,6849
traillme,18009
brewnut11,9309
willytime,18517
Raymando,5886
Hahake13,3159
lured2fish,14020
awhipker,8370
patsalvaggio,15585
sjmacdougall,16947
jcw122,12702
Dakotablue,2029
tgavaghan,17681
Goldfish,2992
Fredk24,2783
purflyers,15968
daleleboeuf,10300
JayRey,3791
Beejis60,722
dfiliaggi,10601
dk83022,10707
TheMadChef10,7124
IronMickey,3616
beerman999999,8693
edwardhenry,11105
johnbarrett,13058
joegerards,13024
MikeBlemker,4888
malthegal,14115
irishman14,12461
philcast,15719
Brownsfan7,1363
smcdowell,17054
swant,17496
midweb23,14530
LuckyLucanite,4527
WHY1,7567
Etienne,2585
patelc75,15571
ceeman,9695
jharmon110,12840
lflow,13864
campbellj21,9568
mperrin,14838
sphmiel,17198
Briarbush,1339
iheartcraftbeer,12366
r3zim,16014
mgobrew,14483
bikeymoy,8938
nuttyviking,15337
jwm232,13335
TravelinJones,7327
paranosis,15559
jangotaurus,12577
psk540,15932
Golddove07,2986
JollyRodger,3974
beerisgood2010,8668
MNPostal,4594
dmolenik,10733
primrose54,15910
Gatzby,2896
Hanby,3173
spangltk,17178
gojo1970,11786
Philfromakron,5600
mdotgunter,14387
Nightwielder,5240
dungledauf,10988
lostwars,13975
damnfoolforbeer,10313
brucer1,9391
lukekruse1,14009
eth916,11258
mwbeerman,14992
vintajuess,18307
robbtjones68,16318
TableTopJoe,6936
kraken6100,13656
crckrmn,10151
calluci,9556
kedlav,13436
yesthatguy,18706
westy66,18457
fireqc,11415
goetta,11783
boett,9133
zorandra,18813
AmbsterSchrier,349
Sensibud2488,6385
bluedragon710,9055
ryanblinkbrand,16483
chillwinston,9830
cdflem,9682
NuBrewm,5295
phaiel,15700
svraines,17492
TenSpoons,7001
rmarra,16297
foofight11,11480
WhoDey,7674
Zeke,7809
drakelax42,10857
FRivard,2634
CarbonIS,1579
PorterJan,5714
SirLicksalot,6510
JBamin,3643
swihart,17513
mcguirmn,14343
oejustin,15373
linecook12,13892
notCreative,15283
guthrie,11964
DarthClayder,2095
applestash,8233
chiefjames,9821
gofreaksgo,11784
jkurtz002,12924
SteelerChris,6721
cskysbread,10192
JaredKent,3769
ThomHolland,7209
YukataNinja,7787
paulr,15603
happyhappyjoyjoy,12011
Faustgeist,2668
ElCerverzero,2498
idiot,12352
homohabilis,12167
devils3cups,10592
SageO,6244
twichingbrewer,18128
darkeststoutman,10374
kappat30,13372
Pmazz19,5677
scarlet,16606
joev,13049
starkystark,17278
dgv0,10618
KyleMWood,4298
bcole002,8527
BleedBlueUSAF,1097
palmerocity,15543
istomtom,12491
PMoo,5464
DrLasers,2321
jsouza,13238
Terrapin777,7009
tim28,17861
Bachledk,590
jmeador85,12965
vinthebrewer,18308
ronicking,16375
mmeinhart,14721
teetotaler,17635
bennyfrank,8783
Budking,1411
Gary2863,2884
Grinder,3085
HammsRocks,3170
MrYoungblood,5064
beerguru14,8649
Malina,4665
ranger60,16061
JAXBrewHouse,3634
AngusOg,395
Pimento,5637
joemacpherson,13038
garrettfitz,11609
Bogodar,1158
perrinvv,15670
BrotherJon,1358
jimmyjames8,12879
ahroun,7980
bigkingken,8911
jones140,13105
vader4545,18247
nicholas2121,15166
Zimri,7819
flatspin187,11442
jlmorgan4,12944
TxTechBrewer,7409
wilofevil,18519
Furball,2813
Beerhappens,860
renren13,16180
hilbillyinca,12117
OctaviusIII,5340
bnutz,9096
Skoodog,6545
futureman69,11574
maddux91,14068
DrunknMonkey,2377
Bierguzzler,970
mcselecta,14366
CurtisFagan,1929
WalterWalter,7603
smitty,17076
chairman,9740
Veggies,7510
stogie12,17366
Hermanater77,3256
bat6,8491
PlowKing,5674
Taps13,6963
silentsnake09,16901
Franberry,2770
HoppyMoth,3408
altarego,8113
Chodite,1701
cjunior955,9922
patrickenglish,15582
beertravel,8734
SaraLovesBeer,6282
MsRogueRed,5069
gljenso,11745
mistygoblin,14633
paylay32,15618
TheBurgundian,7059
Bryson,1386
YannickB,7765
blewisg,9034
bhb,8839
imullica,12403
ChampionJaguar,1641
gumushie,11954
mikedotnet,14553
Jakerelli,3744
jbrewer3,12665
brewlover,9298
beethousand,8743
Puzzleman,5779
photonicgnostic,15749
rolands6,16369
merrittwithmerit,14446
x63x77,18624
edognight,11094
MooreHopps,4986
VIPbeer,7478
sanhedrin,16556
HammerofThor,3169
TioSancho,7257
zodiacv1,18806
Srodri10,6685
Hitman23,3292
copyguyadam,10069
screwcitybeernut,16695
flyfisherfinn,11456
dimensionQ,10653
meegs,14412
zfjohnson,18794
scherbs,16620
vespahulb,18283
INTENSEdan,3487
onefiveseven,15437
aschbren,8290
ddahlen,10492
johnsaulrubio,13090
pHunbalanced,15519
Sjixxxy,6526
BrewinBliz,1293
MakeMineAPBR,4659
Eggolas,2486
burns1066,9483
rivermapper,16261
lysistrata,14038
sablephish,16513
Hefewise,3244
BBnum3,525
sfran,16783
GuldenBoy,3115
kiwanomelon,13572
Redbear,5927
McCranky,4785
erog5188,11234
Benysaj,927
knepper,13615
SrMonkey,6684
iamatotalbum,12315
nrunge,15314
apfactor,8226
cincybeernut,9899
decks24,10530
liecker,13875
Magicc82,4649
beerbears,8603
mawacki,14292
coolkatz321,10058
willyc,18516
locthebloke,13939
Bayernlady29,680
beefnbarley,8581
nsp73,15320
Wookie409,7734
Grace,3023
moon0,14791
cakennedy,9538
Socalbeerlover,6605
sampstar,16547
roggae,16361
heythere,12104
katiebecck,13391
mattkooler,14263
oregonNate,15470
funhog,11556
Kalashnakoviet,4113
JRdaSconnie,3705
Blended,1099
Owlwithknees,5432
RISky,5813
mrpivo,14889
MagicLantern,4648
jbear725,12646
hopz1,12236
sourpuss,17161
TheyLive,7190
bags6lax,8418
giantsloth,11718
hopheadsal,12197
drinkandbemerry,10886
NascarSwami,5167
ImBOBtheBEERguy,3549
MikeB094,4886
LehighValleyEats,4392
Smorgasbord,6586
rojo,16366
rmccomas,16302
upstatewoodie,18225
Toggs,7275
Greengriffin,3059
showbob,16871
JoBobJim,3911
jploving,13172
octo,15368
eibeinaka,11125
StrangeBrew1,6793
HairyHopopotamus,3162
bergands,8801
RespectTheBrew,5959
reesepzor,16154
danburgess67,10321
sopernicus,17143
Kleez,4235
Schracky,6319
ThoughtPolice,7216
fishbrew,11420
liammaloney,13869
AdamB84,228
alcooper,8039
BeerlyHuman,868
mbbevers,14307
JTZimmerman,3715
vitALEity,18315
goldmind,11793
BlaiseDemon,1086
Roughstock,6099
HopoPotomus,3397
JerryG,3850
HoneyLamb,3334
ticketpayer,17850
ohnoitsthefuzz,15385
BurghBrewPSU,1438
tmp155,17939
Edwaka01,2482
kinglouix,13557
uncultured,18208
Bram7,1227
DarthGuitarHero,2097
pvo,15974
hophead5588,12195
TheCorkStopsHere,7066
audioserf,8337
cmac1705,9984
Phread,5623
boyermi206,9195
lyttleb,14039
samriggins,16548
Mikey58,4906
Mikeyboxx,4910
jbird1023,12655
Weidman26,7632
JeremyHB,3840
iterationzero,12496
DavidHawman,2124
mattmascari,14267
Sav623,6293
MithosYggdrasil,4950
edraven667,11098
glennl,11742
commish374,10045
DaveMarner,2116
specialbob,17189
JoePetto,3926
Varkias41,7501
Sekkes,6380
Spock187,6671
HOSSHICKS,3146
mcd333,14339
Oktoberfest,5351
rickfrothingham,16232
grimreeser,11901
LesStewart,4407
peppermo,15665
SamsonAKAK,6271
Lordsoth,4507
kwesib,13714
sequenceman,16764
psuimpreza,15935
drumline,10927
presscaught,15907
BlueEcho,1115
Jok3r,3972
hopfenteufel,12187
LordSMAF,4503
brownlderek,9382
wstuart,18605
drworm,10941
davidexactitude,10426
newbiebrew,15137
doublenickel,10819
adenosine,7923
bridgeporter,9344
localone703,13937
lokiikol,13947
SB1221,6174
Atticus,474
magicgnome,14089
mikepthe11,14570
StanW,6701
murphyl,14963
oregonbeerlover,15471
BanjoGasmic,625
CapitolCrusher,1559
almightyme3,8102
alfrantzell,8084
alampear,8029
thelawnet,17774
Chug1,1737
choda2825,9843
beerdawg,8624
Fladder,2716
bradleyseven,9216
Avalon68,492
OrangeCharlie,5399
ygtbsm94,18708
SpencerDB,6656
drsyko,10922
beatingwings,8568
pontcanna,15862
Mazika,4779
budducci,9446
cwylie0,10247
cukeman,10217
pirate252,15781
Hessy,3267
WhiskeyNinja,7662
puffybh,15957
Doctuh,2250
Ricklinator,5997
iDrinkAlot,12303
billybrew21,8950
WeiseOldMan,7636
neelyjr1,15110
ibtuten,12333
beltranzandar,8762
PATECO,5441
chrisdenny,9853
jeremy93,12787
ucis,18170
Chubby815,1731
Dshaw,2378
BrunnerG,1374
abaer123,7857
MelissaJ,4826
jonnypopgun,13113
FCC3,2622
Rauknar,5880
McBastard,4782
eman245,11177
zenjamin,18790
ajuarez,8006
Tucson25,7384
Holden,3310
RPFinn,5825
swanmann,17494
dmortens,10735
chiefthreebeers,9823
Abyssmal,214
brewbacca,9263
BTBoneyard,577
meatymattyballs,14405
DrDonbert,2317
murphyzd,14965
Jameyd33,3757
starvinbarley,17283
recons54,16128
travpard,18025
trouserbat,18064
wfpalm,18462
Beertender,887
Beren,929
SlowTwitch,6566
NurseJody,5306
ctrlfreak,10208
glassjaw25,11739
bellafromsocal,8759
ultima1080,18186
LewisMartin,4419
Loot,4496
Hoppensniffer,3398
jwfleck,13322
masterallen,14216
boilers,9139
TheTallOne,7168
willeyone22,18506
Stanford,6702
biershurk,8864
bigmoneybastard,8918
Bloop,1110
NoClearBeer,5254
cetae,9710
djmincer,10699
sterlingjames,17324
PRpitmaster,5466
mdalston17,14373
B33RKrazz,511
zealot,18778
enolan24,11204
MusicalBeers,5106
FinFan,2690
evoljetta,11283
crazydiamond21,10145
JahNoth,3741
ffenski,11394
Needsbeer,5190
pinballwhizard,15769
irischmatt,12453
BarronWolfgang,654
darjoh,10370
MaryMoTu,4729
infinitejester,12421
Dstout,2381
growler,11914
KChardstock,4074
ArodGetsSick,446
tecknojoe,17627
buck1futter,9437
Djedhead360,2228
fl0w,11434
ddallas,10493
Rodan,6058
kcsc007,13418
PintofPlain,5645
fctoaster,11365
chrism86,9863
evilinc,11278
EveL,2590
PalatineBrewing,5489
nickl,15181
Masticon,4738
govtmule,11829
Abrahammer,209
BetterWatching,945
camcroteau,9559
HausBrewer,3212
UniBottler,7466
jcwenzel1,12703
BruMeister,1366
helloglob,12078
AL3C,169
dbennett04,10456
ColdBeer30,1798
OrpheusTheSnake,5408
thecoldesquire,17737
Ian,3509
zImage,18748
wvdrummer,18610
toddw8,17958
johnjuan8,13068
TackleDummy,6938
GCal05,2831
runner440,16453
LiquidLord,4453
fascistfaction,11339
Osirus,5411
Onicochetu,5389
StoutGoddess,6775
UintaBrooklyn,7444
venneman,18277
maltmelon,14117
ngs123,15154
Tates,6970
jeffsala,12765
robsee,16339
BGrider85,543
BucketBoy,1397
BeerHunter76,779
mdhkc,14380
sqquuee,17232
Rasolante1,5871
Krypton1001001,4280
wbc,18406
omi666,15423
1noa,38
WRXedUSA,7579
PudTinkler,5767
mightyheadbrew,14533
Thedaver4220,7182
Shmeal,6448
Lintyfresh,4447
trahantheman,18008
AHebel,159
chipachu2,9837
jbsmth,12671
Snorlax,6597
merari,14442
KindBeer,4210
MisterStout,4941
